"title","label"
" 성공하든 실패하든 요리에 첫 발걸음을 떼게 해준 백주부님 감사합니다.","3"
"이제 며느리 없을 때도 밥은 굶지 않겠구나싶어 감사 드리고 싶습니다.","3"
"여러가지 많은 도움주시네요...","3"
"항상 감사합니다","3"
"정말 너무너무 감사드려요..","3"
"감사드립니다","3"
" 당신덕에 피겨라는 종목을 알게되고 당신덕에 즐거웠어요","3"
"힘들고 아플텐데 캐럿들 앞에서는 밝고 활기찬 모습 많이 보여줘서 고마워요.","3"
"감사해요~","3"
"매주 좋은정보감사합니다. ^^","3"
"초보자도 쉽게 따라 하면서도 맛나게 할 수 있는 비법을 전수해주시다니....","3"
" 완전 아이들이 좋아하네요","3"
" 전 정말 감사 함을 느낍니다.","3"
" 항상 밝게 세븐틴 이끌어가줘서 고마워요","3"
"항상 감사합니다^^","3"
"또 감사하답니다","3"
" 그동안 열악한 환경에서 잘 성장해준 연아선수를 저는 진흙탕에서 피어나는 한송이의 연꽃 에 비유하고싶어요^^","3"
"항상 쉽고 머리에 쏙쏙 들어오게 요리를 해주시는 백주부님고맙습니다.","3"
"백샘 덕분입니다.","3"
"앞으로도 좋은모습 많이 보여주시고건강하세여^^","3"
"백주부님 덕분에 만들어 먹을 수 있는 음식 수가 많이 늘었습니다.","3"
"? 매번 편지에 하는 말이지만 항상 고마워 가수가 되어줘서!","3"
"   간단하고 먹음직스럽게 쉽고 맛나게후딱후딱 반찬 하게 해주셔서 감사해요~~~~","3"
" 오늘 비 오는데 우산도 없이 일했어요..ㅠ","3"
"백쌤과 소여사님 아기들 함께 늘~","3"
" 너무 고마워용♡","3"
"고맙숩니다.","3"
"좋은 정보를 주심에 다시한번 감사드리고항상 건강하시며 좋은 일만 가득하시길 바랍니다 (^*^)","3"
"연아양 감사했어여 ㅜㅜ","3"
"우리 정형돈님의 생일을 늦게나마 축하드려요~^^","3"
"백주부님~저같은 초보를 위해좋은 레시피 가르쳐 주셔서늘 감사합니다","3"
"너무나 친절하게 사진을 찍어준 오빠에게 정말 감사드립니다","3"
"오빠 바쁘신 스케줄에도 글남겨주시구!!!!!","3"
"좋은 레시피 가르쳐 주셔서 고맙습니다.","3"
"장하다 시위대 끝까지 평화집회 부탁해요 화이팅입니다","3"
"노승일 고맙네요 몸 조심 하세요","3"
"오바마 화이팅","3"
"박신혜 응원합니다!!!","3"
"정말 고맙습니다 , 기자님 화이팅,","3"
"진짜 기대를 안했는데 생각보다 너무 좋았다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ","3"
"염병하네 혼내주신 아주머니 감사합니다","3"
"이왕이면 미국 갔으면.. 그래도 그간 고마웠어요!!!","3"
"대표적인 윈윈 정책인듯~ 모두 행복해져서 좋겠네요~~!!","3"
"...지진없는 우리대한민국에살아고맙다....","3"
"대중화 어버이의 은혜입니다","3"
"호날두 근면+성실함은 맨유때부터 유명했지","3"
"유느님 고생 많으십니다 ㅜㅜ","3"
"너무너무너무 더워보였어요. 고생하셨어요!","3"
"특검이 진짜 희망입니다","3"
"꺄 우리 중기오빠♥","3"
"에릭 예능, 서현진도 11월 드라마 출현. 둘 다 볼 수 있어서 너무 좋다.^^","3"
"헌재, 홧팅!!","3"
"자칫 딱딱해질수만 있는 역사수업할때 딘딘이 웃기더라","3"
"수고하셨습니다 고영민선수!","3"
"마지막까지 최선을 다해주시는 레전드의 모습이 정말 아름답습니다! 이승엽선수 파이팅!!","3"
"진주씨 계속나왔음 좋겠닺 진주씨땜에 고삐리에게 받은스트레스 풀어 넘잼있게보고있어","3"
"좋은 일 하시는 것도 좋지만 너무 걱정됩니다. 가족들은 오죽하실까요...ㅜㅜ","3"
"오늘 추워서 다행이다 더웠으면 어절뻔했어 내가 쓴 댓글 상황 8월달 보고난 후 지금을 감사한다","3"
"열일해줘서 고마워요..!!","3"
"박보검 보려고 뮤직뱅크 봤었지ㅋㅋ","3"
"춥고 길 미끄러운데 게임하면서 걷다가 다치지않게 조심하세요","3"
"특검 고생많으십니다...화이팅 !!!!","3"
"마니 웃었어요 어머니들도 쭈욱 건강하셔서 큰웃음주시길~^^","3"
"뉴스는 손석희뉴스가 진짜뉴스다","3"
"jtbc 화이팅입니다!","3"
"한편으로는 고영태님께 고맙네.혹시 죄가 있다해도 조금말고 많이 줄여줘라","3"
"물속에서 최고의 연기보여주신 두분 감사합니다~~~~~♡","3"
"샘 미안하고 고맙습니다.","3"
"전주가 참 살기 좋은 동네였군 좋은 정보 감사","3"
"당신의 의지에 경의를 표합니다.","3"
"모두 고생이 많으세요 힘내세요","3"
"자랑스럽네.....","3"
"작가님 감독님 배우님 괜찮습니다 기다릴게용~ 오늘 방송 최고였어용","3"
"단순히 운전하는 수고만 줄어드는게 아니구나.재밌게 잘 봤습니다~","3"
"곧 치료제 개발된디니 다행이네요.","3"
"응원합니다^^♡♡","3"
"김동현 대단하다 랭킹7위 답다","3"
"심수미 기자 진짜 대단 칭찬해","3"
"SM 고맙습니다.그때 하와이가서...","3"
"강한울선수 그동안 수고하셨습니다...","3"
"용관이형 그동안 수고했어요","3"
"민재형님 고맙심더 다시와줘서","3"
"어제 밤 고생하시면서 평화로운 시위문화를 만들어 주신 분들께 감사드립니다","3"
"집회에 참석하는 모두들 나라의 미래이자 보물들","3"
"니퍼트 선수! 내년에도 좋은 피칭 부탁합니다!","3"
"특검 믿음직하지 말입니다. 박근혜 이재용 수사 제대로 하고 있지 말입니다","3"
"특검 수고하십니다. 화이팅!","3"
"특검팀 잘하고 계십니다 힘내세요~","3"
"기자 핵사이다포인트만 짚어주셨음 짱!!!","3"
"비가 오면 좋은 징조다","3"
"잘가라 어찌되었던 삼성에서 정말 잘해줬다","3"
"당신들이 진정한 영웅입니다","3"
"반갑다 이제 진짜가을이오는겨~~^^^^","3"
"jtbc가 최고네요. 수고 많으십니다.","3"
"한 시즌 좋을 글 감사드립니다~~^^","3"
"개인v앱많이한다는 쯔위가짱이당~~","3"
"귀욤이들~요즘 너희 보는 재미에 산다!!!!","3"
"류현진선수 화이팅!!!!","3"
"런닝맨을 사랑해주신 모든분들께 감사드립니다.","3"
"국민을 위해 헌신하는 많은 분들에게 진심어린 감사와 존경을 표합니다.","3"
" 그래도 그동안 수고하셨습니다.","3"
" 박태환씨 정말 대단하네요.","3"
"오! 일독한 만한 기사다","3"
"김현수 선수 계속 활약 이어가주세요!!^^/~/","3"
" 조그마한 삶의 교훈을 주네요.","3"
" 그렇게 좋은 목소리로 노래를 불로 주셔서 감사합니다ㅎㅎ","3"
"저희 동네 택배기사님들 진심으로 감사드려요.","3"
"박그네씨. 참 고맙소.","3"
"메쟈 미련 많았을텐데 큰 결단 해줘서 참 고맙습니다.","3"
" 기아 수고했다 고맙다","3"
"범죄와의전쟁도 재미있었는데 국가대표도 그렇고 역시믿고보는배우라고 너무끼가많아요","3"
" 젊은이들 화이팅!","3"
" 이가혁기자도 너무 고생하시네요","3"
"피드백 감사....","3"
" 그래도 이렇게 열일해줘서 감솨!!!","3"
"혜빈 씩씩하고 용기있어 좋다,","3"
" 진짜 인생은 유재석처럼 ㅋㅋㅋㅋ","3"
"찬호 형님 존경합니다.","3"
"독일 고마워~!","3"
"이거 아이디어 낸 짱구 얼굴 좀 보고싶다.","3"
"제습기 틀면 뽀송해진다.","3"
" 이젠 고맙다고해야하나ㅋㅋㅋ","3"
" 더 많이 사랑합니다.","3"
"전라남도 강진군의 자랑 이승엽 ♡♡♡","3"
"덕분에 한해 즐겁게 야구봤습니다..","3"
" 수고해주신 일본 소방관들 감사합니다.","3"
" 칭찬해~^^","3"
" 선생님들의 희생 잊지않고 열심히 살겠습니다ㅠ","3"
"존경하는 순실님...","3"
" 감사합니다. 기자님.","3"
"뭐든지 있을때 소중함을 알고 감사해하며 살자!!!!","3"
" 응원부탁드려요","3"
" 대박날꺼에요 정말 감사합니다^^","3"
" 앞으로 젝키에게 상상도 하지 못한 더 많은 좋은일들이 일어나길 ♥?","3"
"조언댓글 감사합니다","3"
"그리고 아직도 나를 기다려 주는 당신이 고맙다.","3"
"남자친구가 군인인 여자분들은 물어봐서 알려주시면 감사해요","3"
"  제목좀가르쳐주시면 감사하겠습니다;;0","3"
"감사해요^^","3"
"아시는분이 계신다면 꼭 좀 알려주시면 감사하겠습니다.","3"
"혹시 전자쪽 계통이신 분들이나유망한 자격증을 추천해주고 싶으시면말씀 감사드립니다.0","3"
"본인의 일처럼 분노해주신 모든분께 감사드립니다.","3"
"쌩뚱맞지만 그냥 감사하다고 말씀드리고 싶었어요~","3"
"감사 합니다.","3"
"판님들도 모두 화이팅!!!!!!!!!^^","3"
"참여해주신분들 감사합니다.^^","3"
"버려줘서 고마워~~~","3"
"참여해주시면 감사합니당 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","3"
"정말 도와주시면 감사드립니다!!!!","3"
"엄마가 순진하고 착해요","3"
"그냥..내여자친구도 잘 기다려주고있어서 너무감사해~","3"
"꼭 알려주시면 감사하겠어영!!!!!!!","3"
"내 친구들 다 지금까지 이 냄새 맡은거임??","3"
"도움주신분들께 감사드립니다.","3"
"누구를 돕는다는 것은 다양한 방법으로 가능한데요즘 백선생님이야말로 모두에게 유익한 도움을 주고 계신다는 생각이 듭니다.","3"
"    감사합니다.","3"
"넘 쉽게 알려주셔서 감사하고요...","3"
"  감사혀유!!  ^^","3"
"좋은 글들이 많은 도움이 되네요","3"
" 그 모습속에서 저도 많이 배웠는걸요.","3"
"감사합니다~~홧팅!","3"
" 항상 캐럿들 기분좋게 만들어줘서 너무 고맙구..","3"
"제가 젤 좋아하는 병규 형님과 용수형이 뽑히다니..","3"
"음식을  쉽게 만들게 해주고 또 남자들 요리 강습에 큰일을 하고 계십니다.","3"
"맛집 장소 궁금 하였서 찾다보면 시간이 걸렸서 힘들었는데 쉽게 알려주심에 감사해여요.","3"
"그리고 이렇게 멋진모습을 선물해 주셔서 고마워여....","3"
"넘 쉽게 알려주시는 백주부님 화이팅~~~~","3"
" 그치만 정말로 좋은 정보, 귀한 정보주셔서 참 감사드리고요.","3"
"아낀다때부터 붐붐때까지 나도그렇고 너네두그렇고 정말정말 열심히달려왔던것처럼 앞으로도 같이 열심히 달려보자","3"
"가르쳐 주시는 요리 잘 따라하며 재미있게 배울게요^^","3"
"요리가 백주부님 때문에 즐거워요","3"
"집밥레시피 활용해서  쉽게 요리해 맛나게 먹고 있습니다..","3"
"요즘은 백주부님 덕에 반찬걱정 안하고늘 해보곤 한답니다,","3"
"감사합니다!!","3"
"슈아오빠 원우오빠 태어나줘서 고마워요","3"
"오늘 하루도 수고하셨습니다!!","3"
"우리의 즐거움감사하며 화이팅‥·ㅡ","3"
"항상 쉽게 요리 레시피 설명해주셔서 감사합니당","3"
"또한  많이  많이  고마워요.............","3"
"음식에 흥미를 느끼게끔 해주시네요..","3"
"엄마가다이어트할수있게도와준다해서요","3"
"남자친구가 사랑한다 보고싶다란 말보다는하고싶다는 말을 자주해요..","3"
"여기에 있는것도 너가 있어서 너 덕분에 여기까지 올수있었어.","3"
" 결국 생각해보더니 다행이 붙잡혀주더라구요","3"
"경험 있으신 분이면 좋겠지만 없으셔도 같이 고민해주시면 감사해요ㅠ","3"
"답변 해 주신분들 정말 감사해요ㅜㅜ","3"
"끝까지 힘 되어준 내 남편 너무 고마워요..","3"
"조언감사해여..","3"
"내용또한 감사합니다. ^^","3"
"즐거운 요리 레시피 감사합니다.","3"
"언제 어디서든 백선생님 보면서 감사한마음으로 레시피를 따라해봅니다.","3"
"항상 감사한 마음 입니다...","3"
"아주 쉽게 눈에 쏙쏙 들어오게 설명을 해주시니  백주부님께 퐁당 안빠질수 없죠?","3"
"감사하고 그저 고맙습니다","3"
"집에서 쉽게 요리할수 있는 레시피 감사합니다.","3"
"요즘 백선생 레시피를 보고 요리하는데 새삼 요리가 재밌고 즐겁습니다.","3"
"내 가수 해줘서 고마워요!!","3"
"항상 좋은 음악,좋은 노래 들려줘서 너무너무 고마워요~","3"
" 정말로 고마워요","3"
"쉽고도 재미있게 따라할수있어 감사해요..","3"
"오셔코치님 윌슨안무가님 모두 수고하셨습니다","3"
"  연아누나 언제나 힘내시고 화이팅요!!^^","3"
" 백선생님의 요리는 그냥 냉장고 뒤져서 뚝딱따라하기 쉬워 좋습니다~","3"
"자취한지 육개월 정도되는데 백주부님 레시피 보고 많이 배웠습니다.","3"
"  그리고,,,,,  보는사람의 마음도 행복하게 해주셔서 정말 감사합니다!","3"
" 진짜 수고많았고 진짜 사랑해요 ㅠㅠ","3"
"여러모로 고마워요","3"
"백주부님 덕분에 요리하기가 잼있어 졌어요...","3"
" 태어나줘서 고맙고세븐틴으로 나와줘서 고마워요","3"
" 감사합니다.","3"
"백선생님 덕분에 음식을 쉬게 접할 수 있고대충대충 했던 음식이 집밥 보면서 더 신경 쓰게 되고일주일이 기다려 진답니다.","3"
"어려운 재료가 아닌것으로 간편한 음식 알려주셔서 고맙습니다.","3"
"그래서 사장님께 감사한 마음으로열심히 일한다.","3"
" 너무감사드려요.","3"
"세븐틴 항상 고마운거 알죠?","3"
"쉽게 요리할수 있어서 좋아요..ㅎㅎ","3"
"항상 열심히 하는 오빠 모습 보면서 행복을 느끼는 사람들....","3"
" 계속 쉬운 요리 개발 하실 거쥬 감사해요","3"
"좋은 음식 간편하게 만들수있게 도와주셔서 고맙습니다,","3"
" 제가 공부하는시간에 좋은노래와 꿀목소리 들려주셔서 감사합니다~~","3"
"요리에 처음 입문하는 초보님들도 알기쉽게 아주 친절하게 꿀팁을 알려주시는 백주부님 화이팅입니다~~","3"
"백종원요리법은 누구나 쉽게 따라할 수 있어서 너무 좋아요.","3"
" 너무 태어나줘서 고마워요.","3"
" 넘 감사해요.","3"
"요리는 여자만 하는것이다라는 생각과  어렵다는 생각을바꾸게 해주셨습니다","3"
" 이제 백종원씨 래시피로 우리의 식탁이 점령당했어요.","3"
"집밥 열심히 보고 배우고 있습니다.빠이팅!","3"
"쉽게 따라할수 있는 용기를 주시는분 같아요..","3"
"항상 쉽게 가르쳐 주셔서 감사해요~","3"
"앞으로도 잘 부탁드립니다.~~^^","3"
"  감사합니다.","3"
"항상 좋은 레시피랑 쉬운 조리법 알려주셔서 감사해요!!!","3"
"백주부님덕에 요리를 어느정도 할수가있어서 감사합니다.","3"
"감사해요","3"
"그런 재능이 연아선수에게 있음이 감사합니다.","3"
"늘 감사해요~~^^","3"
"  늘 고맙게 생각합니다.","3"
"감사합니다..","3"
"읽어주셔서 감사합니다.","3"
"읽고 봐주셔서 감사합니다.","3"
"차라리 고맙다","3"
"백주부님 덕분에 와이프에게 사랑 받고 있어요~~","3"
"언제나 연아양의 뒤에 연아양을 생각하고 사랑하는 사람들이 있다는 것 잊지마시고 홧팅입니다....","3"
"쉬운 요리 맛난 요리 가르쳐줘서 감사해유^^","3"
"의도하시진 않았겠지만 감사합니다♥♥","3"
"항상 힘들어도 열심히 활동해줘서 너무 고마워용ㅇ♡♡♡♡","3"
" 감사드립니다.","3"
"   감사드립니다","3"
"백주부님 정말 감사합니다^^","3"
"  앞으로도 쉽게 따라할 수 있는 많은 요리 부탁드려요.","3"
"백주부님 화이팅~~^^","3"
"   좋은 정보 너무 감사합니다.","3"
"  앞으로도 쉽게 따라할 수 있는 요리 부탁드려요.","3"
"백주부 T.V 잘 보고 있어요.","3"
"아무튼 감사 드립니다~~^^","3"
"맛있는 음식을간단하고 센스있는  항상보여주셔서 감사합니다","3"
" 백주부님 감솨~","3"
"간혹 따라 요리해서 먹으면서 고맙다생각하죠","3"
"너무 잘보고 있습니다..","3"
"부억 근처에도 안갔던 저인데, 백주부님 방송보고 요리에 재미 붙인 사람입니다.","3"
" 당신만 언제나 믿고 또 믿어요.","3"
"정말 쉽게 알려주셔서 감사해요","3"
"항상 노력하는 모습, 발전하는 모습 고맙습니다.","3"
"건강하시고 항상 좋은 음식 감사 드립니다.","3"
"솔로인 특히 남성들에게 음식 조리를 해서 먹을수 있는 방법을 알려주어 감사하고 ^ㅎ^","3"
"선생님의 프로그램은 항상 유익합니다.","3"
"백선생님 고맙습니다.","3"
"많은 사람에게 쉬운요리 가르쳐줘서 고맙습니다","3"
"이제 진실과 정의에 한발짝 다가섰다.","3"
"잼있었어요","3"
"청하는 무조건 성공한다","3"
"박지성의 또다른 기록의 발견","3"
"흥해보자 이번 시즌이 진짜 전북이다!!","3"
"동반성장 측면에선 환영할 일입니다.","3"
"제작진 결정 잘한듯","3"
"생각할 줄 아는 청년일세/","3"
"1박2일에서 너 꼴보기 싫었는데 결국 이렇게 떠내려 가는구나~~~","3"
"갤럭시노트7 만세!","3"
"천진난만해보인다 ㅎㅎㅎㅎㅎ","3"
"요즘이거만 본방사수한다 ㅋㅋ","3"
"재미따 재미따 재미따 ㅎㅎㅎㅎ","3"
"오~~좋은생각이네요 ^^","3"
"웃긴건 문열라는 비상전화는 알아듣고 사람꼈다는 말은 못알아듣고 출발","3"
"오늘 광희가 젤 웃김 ㅋㅋ","3"
"오빠전역축하해요","3"
"차기 대통 문재인 만세","3"
"무도 꿀잼 대겟네 ㅋㅋ","3"
"좃불 완전히 망햇던데 태극기 화이팅^^~","3"
"모지 저 씹존귀탱이는?","3"
"좋은소식이다 전부 일본으로 몰려가라","3"
"김소현디게 이프던데ㅋㅋㅋㅋ 런닝맨계속했으면 김소현같은 상큼한맴거있어도 좋았을거라생각해봤음","3"
"휴 다행이다 ㅎㅎ","3"
"김신욱은 이렇게 활용하야지ㅅㅅㅅㅅ갓신욱","3"
"응 공기업직원이야 ^^ㅎ","3"
"잘생겼다 최민용~~~~~","3"
"퇴근까지 16분 남았당 ㅇㅅㅇ 으흐흐 공조보러가야징 넘흐 기대됨!!ㅋ","3"
"너무 기분이 좋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","3"
"너무 착한 보검이~♡","3"
"어 우리팀 감독님 기사다 ㅎㅎ","3"
"류준열 인터뷰 너무 좋다ㅠㅠ","3"
"S8 인생폰 될 것 같은 느낌이 온다 ㅋㅋㅋㅋㅋ","3"
"구탱이형 잘됐으면...","3"
"앗싸 이제 면접기준이 달라져서 나같은 오크도 길이 열리겠군","3"
"엘지와 계약한거 축하한다","3"
"수지가최고이쁘네. . .","3"
"박보검은 진짜 말하는대로 다 이루는 듯.대애박!","3"
"참 아름다운 기사네요~신민아씨 화이팅","3"
"지수야 파이팅!!!!!","3"
"사이다 뉴스로군 ㅋㅋㅋㅋㅋ","3"
"전자는 역시 엘지!!!! 짱","3"
"스카이 아임백이 압승!!","3"
"폭발하는것 보니 십년묵은 뭐시기가 다내려간다","3"
"난세에 빛난 진정하고 참된 여신님~^^","3"
"김종민 응원해요♥♥","3"
"수지가 핫하긴 진짜 핫하다ㅋㅋ","3"
"정의는 승리한다ㅎㅎ","3"
"송송커플 두분 대상 진심으로 축하드려요~^^","3"
"대성이 보고 싶다 꼭 시청해야지~","3"
"한효주랑 이종석 케미도 좋고 무엇보다 연기도 잘함 스토리는 물론이고 음향도 존좋..","3"
"ㅎㅎ 축하합니다!","3"
"내년도 잘해서 대박 ㄱㄱㄱ","3"
"슈랑 유진도 결혼 너무잘했던데 ㅋㅋ","3"
"고산자 재밌게 잘봤습니다~~","3"
"조정석!! 역시 짱짱 !!","3"
"결말이 살짝 아쉬웠지만 빠른 전개덕에 몰입도 잘되고 엄청 잼났음ㅋㅋ","3"
"이루가 욕 그렇게 먹으면서 자기곡 쓴 이유가 있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","3"
"나이스!!! ㅋㅋㅋㅋㅌㅌ","3"
"박영수 특별검사님 화이팅입니다!!!","3"
"끼가 엄청나네요. 완전 재주꾼..","3"
"무도 기대됨니다...","3"
"이렇게 나까지 행복해지는 열애설은 첨이에요 행복하세요♡","3"
"진짜 지금부터 시작이다!","3"
"난강이형 행복하세요!","3"
"제대로인 특검 수고많으십니다!!!","3"
"응팔때 보검이를 알게돼서 넘나 기쁨","3"
"경기도민 출신으로서 자랑스럽습니다^^","3"
"역시 모든 어머니는 위대하시다.","3"
"무도에서 자신의 일에 진지하게 임하는 모습을 보여줘서 그런듯","3"
"끝날때쯤 네캐 누적 1억 돌파할듯대단한 닥터스!!!","3"
"꽃보다 남자때에도 많은 여자연예인이 나왔지만 이시영이 젤 예뻤어요 ~^^","3"
"류준열인정받아팬으로서넘좋다","3"
"배지현 개이쁨ㅠㅠ..","3"
"순실이 조카한테 통수 맞았네 ㅋㅋㅋㅋㅋ","3"
"카피캣의 최후 ㅋㅋㅋㅋㅋ","3"
"그냥봐도 남다른 포스가 있기는 한듯","3"
"류중일 감독님 원합니다","3"
"둘째 만들러 가는듯","3"
"준녀라아아♡♡♡♡♡ 저사이에 잇어도 안꿀리네 준녀리","3"
"조대위 정말 바르게, 자란것 같아서 국군에 대한 믿음이 갔습니다.","3"
"이 분야에서 만큼은 세계가 특허를 공유하고 공동개발 했으면 좋겠다^^","3"
"롯팬은 아니지만 정말 반가운 소식이다","3"
"사랑한다LG~사랑한다LG~","3"
"집에서 해먹으면 더 위생적이고 싸게칩니다","3"
"아직 하늘은 우릴 버리지 않았군요","3"
"내년 보스턴의 가을야구 행진은 계속 되겠네!~","3"
"헐..설마 우리나라에서 멘부커상 수상자가 나올줄이야....정말놀랍다. 근대 나 멘부커상을 오늘처음알음","3"
"너무 이쁘고 아름다운 김태희.항상 행복하세요.결혼 진심으로 축하드려요","3"
"윤선아 잘했다 ! ㅋㅋㅋㅋ","3"
"여자들은 넘 귀여운거 같애 ㅎㅎ","3"
"기아의 가을야구... 1일 천하... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","3"
"W의 이종석은 대상받을만 했음... 강철이 받은거지","3"
"이뿌당 이뽀","3"
"와 대박 ㅋㅋㅋㅋ 특검 제대로 일한다","3"
"결승 기대된다","3"
"축하합니다. !!!","3"
"현빈씨~~공조보러갑니다~연애도영화도최고로대박나세요~~♡....","3"
"부산행 꼭 보러 가야지요 ㅋㅋ","3"
"지상렬 조음 ㅋㅋㅋㅋㅋ","3"
"강준이애들한테잘하구ㅎㅎ아이들좋아하는거같아ㅜㅜ잘생겼어♡","3"
"연기로 봤을때 따라올자가 없었다 ... 수상축하해요 ~","3"
"한효주 넘 예쁘고 연기도 짱 대박!!!","3"
"꼬부기랑 용찬이 하루뛰고 우승 ㅋㅋㅋ","3"
"국민들 승리^^","3"
"이건 정말 대단하네요. 깜짝 놀랐습니다.^^","3"
"질투의 화신이 너무 개꿀이다 ㅠㅠ","3"
"이준기ㅠㅜㅠ진짜기대합니다♡","3"
"은지원 이재진 조합 완전 기대되네요ㅠㅠ","3"
"귀엽고 잘생김 매력있음","3"
"돈 오지게벌었겠네ㅋㅋ","3"
"막판 5분이 존나 재밌다ㅋㅋ","3"
"오늘 빈지노보러갔다가 갓영미에게 걸크러쉬당하고 옴","3"
"이동욱 너무 섹시함 진짜♡","3"
"잘되도 웃기고 잘 안되도 웃기겠다 ㅋㅋ","3"
"안투라지 조진웅 귀여움 ㅋㅋ","3"
"축하드립니다~ 인정할건 합시다","3"
"연기도 잘하고 늘 발전하려는 모습이 보여서 참 좋은 배우인 것 같음","3"
"기사 제목만 보고 터졌다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ","3"
"대전은 날씨엄청좋음.","3"
"올겨울은 춥지 않겠구만~","3"
"닥터 한석규 멋쪄부러~~~","3"
"자전거 존나잼써ㅋㅋ","3"
"잘됐다! 양세형 짱재밌다ㅋㅋㅋ","3"
"꾸준히준비했다니 메이져가서 이악물고 열심히해서 좋은활약 하길 바란다 . 화이팅 !","3"
"올해는 우리 병헌리 영화보면서 마무리해야겠군","3"
"키스장인ㅋㅋ 인정이요","3"
"연예인 탑 쓰리안에든다 진심이쁘네","3"
"소세지 샌드위치 진짜 간단하고 맛있어요","3"
"또오해영 보고싶다ㅋㅋ","3"
"그냥 연기를 잘하는거지 그 조인성이랑 했던 드라마에서 연기 좋던데","3"
"사랑스런 아가의순산축하드리고 아가와함께행복하세요~~","3"
"개귀욤 ㅎㅎㅎ","3"
"백다방 커피 제일맛있습니다","3"
"윤시윤 보면 볼수록 좋다.","3"
"저가요금 사용자로셔 반가운소식이네요","3"
"해체 나이스","3"
"예쁘고 연기도 잘하고 자기 생각이 뚜렷해서 너무 좋아하는 배우ㅠㅠㅠ 작품 많이 해주세요!!","3"
"점점 사건이 풀려나가서 쫄깃쫄깃 재미있네요너무 멋지고 이쁜 준청커플","3"
"축하드립니다.^^^^^^","3"
"욱하는 성격인가보네 ㅎㅎㅎ저질러놓고 후회하는","3"
"야 기분조타~~~~","3"
"아 웃겨ㅋㅋㅋ 또 바꼈어","3"
"선생님들 귀여워 ㅋㅋㅋㅋㅋ","3"
"집단우울증에 빠져있던 대한민국을 살리는뉴스","3"
"아 내가 평균 이상이다!!!!","3"
"오랜만이네ㅋㅋㅋㅋㅋ","3"
"눈온다~~~~~~~","3"
"첨단 기술은 언제나 환영이야!","3"
"격하게 환영합니다!!!!!","3"
"버는거만큼 쓰는거두 중요한데돈을 갚어치 있게 잘쓰내흥하길~~~","3"
"고양이 너무 귀여워요~??","3"
"반갑습니다sk감독님","3"
"삼시세끼 짱!!!!","3"
"블랙홀은 내 월급통장만으로도 충분하다","3"
"기자 내스타일 ㅋㅋㅋㅋ","3"
"예능프로에서 잴 잼나다갱규 호동 너무웃겨드라마보다 낫더라","3"
"박해진 화이팅!!! 사랑합니다..,!!","3"
"유해진씨 짱!입니다","3"
"축하드려요 ㅎㅎ","3"
"야 보검아 벌써재밌다 ㅋㅋㅋㅋㅋㅋ","3"
"아예아예 달려달려 아예","3"
"펜싱 박상영선수 화이팅!!","3"
"우리형 환한 미소봐라 세상을 다가진 기분이다 지금 형이 기분이 매우좋다 클럽아메리카 조심해라","3"
"요번 기아 스팅어에도 특별히 호갱님들을 위해 말많은 세타2 엔진도 넣었습니다 많이 사랑해주세요!","3"
"라스 간만에 레전드각 나옴 ㅋㅋㅋㅋㅋ","3"
"맥주 대기중 ㅋㅋㅋㅋㅋ","3"
"축하드립니다~~!!!","3"
"에어컨 너무 시원해요! 겨울.","3"
"이번경기는 손흥민때문에 이겻다","3"
"이아바 할 때 보니 코믹연기 엄청 잘하던데~ 완전 웃겼음ㅎㅎ","3"
"정준하 응원합니다 !","3"
"오!...간만에 훈훈한 기사네요..","3"
"크으 지렸다리 지렸다","3"
"포켓몬, 디지몬... 어릴적 최고의 만화","3"
"그래도소비자를배신하지않아감사합니다","3"
"부천에펠탑 ㅋㅋㅋㅋ네이버 메인 능욕 ㅋㅋㅋ","3"
"아니 한국 기레기들에 의하면 수렁에 빠졌다던 애플이 ㅋㅋㅋㅋ","3"
"이것도 은근 재미있겠다 ㅎㅎ","3"
"오늘 너무재밌었다 ㅠㅜㅜㅜㅜ!♡♡!!","3"
"이글스보다는 났네...","3"
"부인의 센스가 보이네요^^","3"
"ㅋㅋ 난 회사돈으로ㅋㅋ","3"
" 이렇게 입법해서 법을 고쳐놓으면 간단하다!","3"
"넥센이 드디어 2위 탈환에 시동을 거는구나!!!","3"
"삼성 용병 관리팀의 승리네요 굿!","3"
"이런게 국위선양이지 멋지다","3"
"애가 없어서 다행이다","3"
"막영애 시즌1부터 애청자입니다.","3"
"남녀주인공 일단 비쥬얼은 최고.","3"
"만찢남 눈빛을 연기하려면 이준기오빠가 딱인듯.","3"
"15승 가자!","3"
"노래해줘서 고마워♡","3"
"여행경비보태주고 휴일만들어라.","3"
"오예 우승이다..........","3"
"캐리녀 재밌어용!!","3"
